단지코드,단지명,시도,시군구,읍면동,법정동코드
A13805002,올림픽선수기자촌아파트,서울특별시,송파구,방이동,1171011100
A13811202,동아효성아파트(거여2단지),서울특별시,송파구,거여동,1171011300
A13811203,거여4단지,서울특별시,송파구,거여동,1171011300
A13811204,거여3단지,서울특별시,송파구,거여동,1171011300
A13811205,거여5단지,서울특별시,송파구,거여동,1171011300
A13811206,거여1단지,서울특별시,송파구,거여동,1171011300
A13813002,오금우방,서울특별시,송파구,오금동,1171011200
A13813004,가락상아1차,서울특별시,송파구,오금동,1171011200
A13813005,가락우창,서울특별시,송파구,오금동,1171011200
A13813006,오금현대백조,서울특별시,송파구,오금동,1171011200
A13813008,오금대림,서울특별시,송파구,오금동,1171011200
A13813010,오금현대아파트,서울특별시,송파구,오금동,1171011200
A13816002,가락동부센트레빌,서울특별시,송파구,가락동,1171010700
A13816202,가락극동,서울특별시,송파구,가락동,1171010700
A13817001,래미안송파파인탑,서울특별시,송파구,송파동,1171010400
A13817101,송파호수임광,서울특별시,송파구,송파동,1171010400
A13819001,잠실한솔,서울특별시,송파구,석촌동,1171010500
A13820001,문정3차푸르지오,서울특별시,송파구,문정동,1171010800
A13820004,가락1차현대아파트 ,서울특별시,송파구,문정동,1171010800
A13820005,문정건영,서울특별시,송파구,문정동,1171010800
A13820006,문정래미안,서울특별시,송파구,문정동,1171010800
A13820007,문정시영,서울특별시,송파구,문정동,1171010800
A13821001,송파파인타운4단지,서울특별시,송파구,장지동,1171010900
A13821002,송파파인타운11단지,서울특별시,송파구,장지동,1171010900
A13821003,송파파인타운5단지,서울특별시,송파구,장지동,1171010900
A13821004,송파파인타운7단지,서울특별시,송파구,장지동,1171010900
A13821006,송파파인타운8단지,서울특별시,송파구,장지동,1171010900
A13822003,잠실리센츠,서울특별시,송파구,잠실동,1171010100
A13671213,종암2차SK뷰,서울특별시,성북구,종암동,1129013500
A13672101,삼선푸르지오아파트,서울특별시,성북구,삼선동2가,1129011200
A13672102,삼선힐스테이트,서울특별시,성북구,삼선동2가,1129011200
A13676102,석관래미안제2임대,서울특별시,성북구,석관동,1129013900
A13676103,신동아파밀리에,서울특별시,성북구,석관동,1129013900
A13676501,정릉쌍용,서울특별시,성북구,정릉동,1129013300
A13676504,정릉스카이쌍용,서울특별시,성북구,정릉동,1129013300
A13676605,길음뉴타운 데시앙,서울특별시,성북구,정릉동,1129013300
A13676702,정릉대우,서울특별시,성북구,정릉동,1129013300
A13676703,정릉1차e-편한세상,서울특별시,성북구,정릉동,1129013300
A13676704,정릉풍림아이원임대,서울특별시,성북구,정릉동,1129013300
A13677807,정릉우정에쉐르,서울특별시,성북구,정릉동,1129013300
A13678401,동아에코빌,서울특별시,성북구,상월곡동,1129013700
A13679402,길음뉴타운9단지제2,서울특별시,성북구,길음동,1129013400
A13679403,길음뉴타운7단지,서울특별시,성북구,길음동,1129013400
A13679902,돈암힐스테이트,서울특별시,성북구,돈암동,1129010300
A13680701,길음신안파크,서울특별시,성북구,길음동,1129013400
A13681303,돈암동부센트레빌,서울특별시,성북구,돈암동,1129010300
A13681304,돈암현대,서울특별시,성북구,돈암동,1129010300
A13681701,석관중앙하이츠,서울특별시,성북구,석관동,1129013900
A13684605,정릉푸른마을동아,서울특별시,성북구,정릉동,1129013300
A13684701,정릉중앙하이츠,서울특별시,성북구,정릉동,1129013300
A13685104,정릉중앙하이츠빌1단지,서울특별시,성북구,정릉동,1129013300
A13686302,래미안 크리시엘 아파트 관리사무소,서울특별시,성북구,종암동,1129013500
A13703011,잠원롯데캐슬갤럭시1차,서울특별시,서초구,잠원동,1165010600
A13703027,잠원동아,서울특별시,서초구,잠원동,1165010600
A13704101,반포삼호가든맨션5차,서울특별시,서초구,반포동,1165010700
A13704404,반포미도아파트,서울특별시,서초구,반포동,1165010700
A13706002,방배SH-VILLE,서울특별시,서초구,방배동,1165010100
A13706302,방배래미안타워,서울특별시,서초구,방배동,1165010100
A13706303,방배대우효령,서울특별시,서초구,방배동,1165010100
A13707002,아남,서울특별시,서초구,서초동,1165010800
A13707003,서초대우아이빌,서울특별시,서초구,서초동,1165010800
A13707006,대림서초리시온,서울특별시,서초구,서초동,1165010800
A13707009,래미안 서초스위트 아파트,서울특별시,서초구,서초동,1165010800
A13707010,래미안서초유니빌,서울특별시,서초구,서초동,1165010800
A13713002,양재리본타워2단지,서울특별시,서초구,양재동,1165010200
A13716001,서초포레스타7단지,서울특별시,서초구,신원동,1165011100
A13716002,서초포레스타5단지,서울특별시,서초구,신원동,1165011100
A13716003,서초포레스타3단지,서울특별시,서초구,신원동,1165011100
A13770105,반포미도2차,서울특별시,서초구,반포동,1165010700
A13770606,더미캘란,서울특별시,서초구,서초동,1165010800
A13770608,서초현대ESA2차,서울특별시,서초구,서초동,1165010800
A13770609,현대슈퍼빌,서울특별시,서초구,서초동,1165010800
A13770611,서초이오빌,서울특별시,서초구,서초동,1165010800
A13771001,방배롯데캐슬아르떼,서울특별시,서초구,방배동,1165010100
A13772801,서초현대아파트,서울특별시,서초구,서초동,1165010800
A13775102,서초삼성쉐르빌2,서울특별시,서초구,서초동,1165010800
A13776301,반포리체,서울특별시,서초구,반포동,1165010700
A13776508,반포푸르지오,서울특별시,서초구,반포동,1165010700
A13776509,래미안퍼스티지,서울특별시,서초구,반포동,1165010700
A13778203,서초네이처힐7단지,서울특별시,서초구,우면동,1165010300
A13778204,서초힐스,서울특별시,서초구,우면동,1165010300
A13778205,서초네이처힐3단지,서울특별시,서초구,우면동,1165010300
A13778207,서초네이처힐6단지,서울특별시,서초구,우면동,1165010300
A13778210,LH서초5단지,서울특별시,서초구,우면동,1165010300
A13778212,LH서초3단지,서울특별시,서초구,우면동,1165010300
A13778213,서초네이처힐2단지,서울특별시,서초구,우면동,1165010300
A13778306,서울우면,서울특별시,서초구,우면동,1165010300
A13779431,신반포22,서울특별시,서초구,잠원동,1165010600
A13780201,엠브이아파트,서울특별시,서초구,반포동,1165010700
A13780402,반포현대동궁,서울특별시,서초구,반포동,1165010700
A13782601,쌍용예가클래식,서울특별시,서초구,방배동,1165010100
A13782602,방배신삼호,서울특별시,서초구,방배동,1165010100
A13782803,롯데캐슬헤론,서울특별시,서초구,방배동,1165010100
A13782804,삼호,서울특별시,서초구,방배동,1165010100
A13782902,현대멤피스아파트,서울특별시,서초구,방배동,1165010100
A13783802,방배디오빌,서울특별시,서초구,방배동,1165010100
A13784401,방배브라운가,서울특별시,서초구,방배동,1165010100
A13785005,"방배임광1,2차",서울특별시,서초구,방배동,1165010100
A13785008,래미안방배아트힐,서울특별시,서초구,방배동,1165010100
A13785201,방배2차현대홈타운,서울특별시,서초구,방배동,1165010100
A13822301,갤러리아팰리스,서울특별시,송파구,잠실동,1171010100
A13822702,"잠실우성1,2,3차",서울특별시,송파구,잠실동,1171010100
A13824001,포스코더샵스타리버,서울특별시,송파구,신천동,1171010200
A13824002,잠실더샵스타파크,서울특별시,송파구,신천동,1171010200
A13824003,한신코아,서울특별시,송파구,신천동,1171010200
A13824005,신천장미1차2차,서울특별시,송파구,신천동,1171010200
A13824006,잠실파크리오,서울특별시,송파구,신천동,1171010200
A13872502,롯데캐슬골드,서울특별시,송파구,신천동,1171010200
A13872504,장미3차,서울특별시,송파구,신천동,1171010200
A13873701,오금현대백조(임대),서울특별시,송파구,오금동,1171011200
A13876109,송파파인타운2단지,서울특별시,송파구,장지동,1171010900
A13876111,송파파인타운1단지,서울특별시,송파구,장지동,1171010900
A13876112,송파파인타운13단지,서울특별시,송파구,장지동,1171010900
A13876113,송파더센트레아파트,서울특별시,송파구,장지동,1171010900
A13876114,송파꿈에그린아파트,서울특별시,송파구,장지동,1171010900
A13877501,송파삼성래미안,서울특별시,송파구,송파동,1171010400
A13880105,가락2차쌍용아파트,서울특별시,송파구,가락동,1171010700
A13880201,가락현대6차,서울특별시,송파구,가락동,1171010700
A13920207,상계1차중앙하이츠,서울특별시,노원구,상계동,1135010500
A13920209,상계중앙하이츠2차,서울특별시,노원구,상계동,1135010500
A13920506,상계벽산,서울특별시,노원구,상계동,1135010500
A13920703,상계주공5단지,서울특별시,노원구,상계동,1135010500
A13920706,상계주공4단지,서울특별시,노원구,상계동,1135010500
A13920707,상계주공6단지,서울특별시,노원구,상계동,1135010500
A13920802,상계주공15단지,서울특별시,노원구,상계동,1135010500
A13920803,상계주공16단지,서울특별시,노원구,상계동,1135010500
A13921005,상계주공9단지,서울특별시,노원구,상계동,1135010500
A13922002,중계진로유통조합아파트(중계진로대림아파트),서울특별시,노원구,중계동,1135010600
A13922103,중계3벽산,서울특별시,노원구,중계동,1135010600
A13922105,중계양지대림2-2임대,서울특별시,노원구,중계동,1135010600
A13922108,중계양지대림1차,서울특별시,노원구,중계동,1135010600
A13922114,중계주공5단지,서울특별시,노원구,중계동,1135010600
A13922406,중계주공4단지,서울특별시,노원구,중계동,1135010600
A13922901,중계현대1차,서울특별시,노원구,중계동,1135010600
A13922905,중계한화꿈에그린,서울특별시,노원구,중계동,1135010600
A13922907,동진신안,서울특별시,노원구,중계동,1135010600
A13922908,중계삼성,서울특별시,노원구,중계동,1135010600
A13922909,중계주공6단지,서울특별시,노원구,중계동,1135010600
A13922910,중계주공7단지,서울특별시,노원구,중계동,1135010600
A13923001,중계한신코아,서울특별시,노원구,하계동,1135010400
A13923102,하계우방,서울특별시,노원구,하계동,1135010400
A13923103,하계청구,서울특별시,노원구,하계동,1135010400
A13923104,하계미성,서울특별시,노원구,하계동,1135010400
A13924205,공릉동부,서울특별시,노원구,공릉동,1135010300
A13972601,중계건영2차,서울특별시,노원구,중계동,1135010600
A13972602,중계중앙하이츠아쿠아,서울특별시,노원구,중계동,1135010600
A13972603,중계4단지목화,서울특별시,노원구,중계동,1135010600
A13973201,노원우성,서울특별시,노원구,상계동,1135010500
A13973202,비콘드림힐,서울특별시,노원구,상계동,1135010500
A13974101,수락리버시티 4단지,서울특별시,노원구,상계동,1135010500
A13974102,수락리버시티3단지,서울특별시,노원구,상계동,1135010500
A13974103,상계은빛3단지,서울특별시,노원구,상계동,1135010500
A13977913,중계주공9단지,서울특별시,노원구,하계동,1135010400
A13980006,공릉청솔9단지,서울특별시,노원구,공릉동,1135010300
A13980009,공릉태릉우성,서울특별시,노원구,공릉동,1135010300
A13980012,공릉우방4단지,서울특별시,노원구,공릉동,1135010300
A13980017,공릉2-6,서울특별시,노원구,공릉동,1135010300
A13980018,공릉비선,서울특별시,노원구,공릉동,1135010300
A13980019,공릉태강,서울특별시,노원구,공릉동,1135010300
A13980102,공릉신원,서울특별시,노원구,공릉동,1135010300
A13980105,공릉대동2차,서울특별시,노원구,공릉동,1135010300
A13980108,공릉우성,서울특별시,노원구,공릉동,1135010300
A13980401,공릉신성미소지움,서울특별시,노원구,공릉동,1135010300
A13980403,공릉삼익2차,서울특별시,노원구,공릉동,1135010300
A13980407,효성아파트,서울특별시,노원구,공릉동,1135010300
A13980411,공릉동신,서울특별시,노원구,공릉동,1135010300
A13980415,공릉두산힐스빌,서울특별시,노원구,공릉동,1135010300
A13980509,공릉삼익4단지,서울특별시,노원구,공릉동,1135010300
A13980511,공릉3단지라이프,서울특별시,노원구,공릉동,1135010300
A13980512,공릉1단지,서울특별시,노원구,공릉동,1135010300
A13980513,공릉풍림아이원,서울특별시,노원구,공릉동,1135010300
A13980604,공릉대아2차,서울특별시,노원구,공릉동,1135010300
A13980706,공릉대주파크빌,서울특별시,노원구,공릉동,1135010300
A13980801,공릉대동1차,서울특별시,노원구,공릉동,1135010300
A13981006,상계불암대림,서울특별시,노원구,상계동,1135010500
A13981208,상계불암현대,서울특별시,노원구,상계동,1135010500
A13981304,상계한신1차,서울특별시,노원구,상계동,1135010500
A13981402,상계청암1단지,서울특별시,노원구,상계동,1135010500
A13981405,청암2단지,서울특별시,노원구,상계동,1135010500
A13981604,노원현대아파트,서울특별시,노원구,상계동,1135010500
A13981608,상계동양메이저,서울특별시,노원구,상계동,1135010500
A13981901,상계주공13단지,서울특별시,노원구,상계동,1135010500
A13981903,상계주공14단지,서울특별시,노원구,상계동,1135010500
A13982003,상계신동아,서울특별시,노원구,상계동,1135010500
A13982101,상계성원,서울특별시,노원구,상계동,1135010500
A13982103,상계양우아파트,서울특별시,노원구,상계동,1135010500
A13982202,상계주공12단지,서울특별시,노원구,상계동,1135010500
A13982301,상계주공11단지,서울특별시,노원구,상계동,1135010500
A13982604,상계보람,서울특별시,노원구,상계동,1135010500
A13982704,상계주공7단지,서울특별시,노원구,상계동,1135010500
A13880204,가락대림아파트,서울특별시,송파구,가락동,1171010700
A13880406,가락우성1차,서울특별시,송파구,가락동,1171010700
A13880407,가락금호,서울특별시,송파구,가락동,1171010700
A13880602,가락우성2차아파트,서울특별시,송파구,가락동,1171010700
A13880603,가락한신,서울특별시,송파구,가락동,1171010700
A13881005,가락래미안파크팰리스,서울특별시,송파구,가락동,1171010700
A13881103,삼환가락,서울특별시,송파구,가락동,1171010700
A13881204,가락프라자,서울특별시,송파구,가락동,1171010700
A13881302,거여현대3차,서울특별시,송파구,거여동,1171011300
A13881401,거여현대2차,서울특별시,송파구,거여동,1171011300
A13881601,거여우방,서울특별시,송파구,거여동,1171011300
A13881603,거여현대1차,서울특별시,송파구,거여동,1171011300
A13881701,송파파크데일1단지,서울특별시,송파구,마천동,1171011400
A13882401,문정푸르지오2차,서울특별시,송파구,문정동,1171010800
A13882402,문정푸르지오1차,서울특별시,송파구,문정동,1171010800
A13883601,잠실한양3차,서울특별시,송파구,방이동,1171011100
A13885102,한양아파트,서울특별시,송파구,송파동,1171010400
A13885303,송파미성,서울특별시,송파구,송파동,1171010400
A13885306,가락삼익맨숀,서울특별시,송파구,송파동,1171010400
A13886009,상아2차아파트,서울특별시,송파구,오금동,1171011200
A13886701,잠실현대,서울특별시,송파구,잠실동,1171010100
A13887301,풍납신성노바빌,서울특별시,송파구,풍납동,1171010300
A13887302,풍납동아한가람,서울특별시,송파구,풍납동,1171010300
A13887403,현대리버빌2차아파트,서울특별시,송파구,풍납동,1171010300
A13887405,풍납 현대리버빌1차,서울특별시,송파구,풍납동,1171010300
A13887901,송파현대힐스테이트,서울특별시,송파구,풍납동,1171010300
A13895501,송파성원상떼빌,서울특별시,송파구,가락동,1171010700
A13895503,한화오벨리스크,서울특별시,송파구,가락동,1171010700
A13905003,월계풍림아이원,서울특별시,노원구,월계동,1135010200
A13905102,월계대동,서울특별시,노원구,월계동,1135010200
A13905105,월계동현대,서울특별시,노원구,월계동,1135010200
A13905202,월계흥화브라운빌,서울특별시,노원구,월계동,1135010200
A13905208,월계6-2초안,서울특별시,노원구,월계동,1135010200
A13905301,월계서광,서울특별시,노원구,월계동,1135010200
A13920001,상계우방,서울특별시,노원구,상계동,1135010500
A13920104,우림루미아트1.2단지,서울특별시,노원구,상계동,1135010500
A13920105,상계수락한신,서울특별시,노원구,상계동,1135010500
A13920106,상계극동늘푸른,서울특별시,노원구,상계동,1135010500
A13920205,상계한일유엔아이,서울특별시,노원구,상계동,1135010500
A14070302,용산더프라임,서울특별시,용산구,원효로1가,1117011200
A14070901,동부센트레빌아스테리움서울,서울특별시,용산구,동자동,1117010700
A14072701,한가람아파트,서울특별시,용산구,이촌동,1117012900
A14072901,북한강성원아파트,서울특별시,용산구,이촌동,1117012900
A14075201,용산파크자이,서울특별시,용산구,한강로1가,1117012400
A14076401,산천리버힐제2,서울특별시,용산구,산천동,1117011500
A14077902,한남더힐,서울특별시,용산구,한남동,1117013100
A14080901,용산푸르지오파크타운,서울특별시,용산구,동빙고동,1117013200
A14082601,신동아아파트,서울특별시,용산구,보광동,1117013600
A14085002,원효산호,서울특별시,용산구,원효로4가,1117011800
A14085501,현대한강,서울특별시,용산구,이촌동,1117012900
A14086001,청화아파트,서울특별시,용산구,이태원동,1117013000
A14088201,시티파크2단지,서울특별시,용산구,한강로3가,1117012800
A14088302,한강트럼프월드3차,서울특별시,용산구,한강로3가,1117012800
A14206001,번동삼성,서울특별시,강북구,번동,1130510200
A14206004,쌍용,서울특별시,강북구,번동,1130510200
A14206201,오동공원현대홈타운,서울특별시,강북구,번동,1130510200
A14206202,번동주공4단지,서울특별시,강북구,번동,1130510200
A14206301,번동동문아파트,서울특별시,강북구,번동,1130510200
A14206302,번동한진,서울특별시,강북구,번동,1130510200
A14206303,번동한솔솔파크,서울특별시,강북구,번동,1130510200
A14206306,번동신원,서울특별시,강북구,번동,1130510200
A14206307,번동솔그린,서울특별시,강북구,번동,1130510200
A14206310,번동주공2단지,서울특별시,강북구,번동,1130510200
A14207201,래미안수유임대,서울특별시,강북구,수유동,1130510300
A14207202,래미안수유,서울특별시,강북구,수유동,1130510300
A14207203,수유벽산,서울특별시,강북구,수유동,1130510300
A14209001,우이대우,서울특별시,강북구,우이동,1130510400
A14210001,삼각산아이원임대,서울특별시,강북구,미아동,1130510100
A14270301,수유역두산위브,서울특별시,강북구,번동,1130510200
A14272303,한일유앤아이,서울특별시,강북구,미아동,1130510100
A14272305,벽산라이브파크,서울특별시,강북구,미아동,1130510100
A14272306,미아경남아너스빌,서울특별시,강북구,미아동,1130510100
A14272308,래미안트리베라2차,서울특별시,강북구,미아동,1130510100
A14272310,미아벽산임대,서울특별시,강북구,미아동,1130510100
A14272313,송천센트레빌,서울특별시,강북구,미아동,1130510100
A14272314,미아뉴타운두산위브트레지움,서울특별시,강북구,미아동,1130510100
A14276311,번동주공3단지,서울특별시,강북구,번동,1130510200
A14277601,래미안미아1차,서울특별시,강북구,미아동,1130510100
A14278101,수유극동아파트,서울특별시,강북구,수유동,1130510300
A14282301,미아2동경남아너스빌,서울특별시,강북구,미아동,1130510100
A14286104,번동한양,서울특별시,강북구,번동,1130510200
A14286108,해모로,서울특별시,강북구,번동,1130510200
A14287102,우이동성원아파트,서울특별시,강북구,우이동,1130510400
A14313001,화양현대,서울특별시,광진구,화양동,1121510700
A14319001,자양경남아너스빌,서울특별시,광진구,자양동,1121510500
A14319003,자양현대,서울특별시,광진구,자양동,1121510500
A14319006,자양2차현대,서울특별시,광진구,자양동,1121510500
A14319007,자양현대홈타운8차,서울특별시,광진구,자양동,1121510500
A14319008,자양대동,서울특별시,광진구,자양동,1121510500
A14319009,자양로얄동아,서울특별시,광진구,자양동,1121510500
A14319011,자양우성1차,서울특별시,광진구,자양동,1121510500
A14319012,자양더샵스타시티,서울특별시,광진구,자양동,1121510500
A14319013,한강성원,서울특별시,광진구,자양동,1121510500
A14319201,현대강변,서울특별시,광진구,자양동,1121510500
A14319203,자양현대5차,서울특별시,광진구,자양동,1121510500
A14319301,자양현대6차,서울특별시,광진구,자양동,1121510500
A14319302,자양우방리버파크,서울특별시,광진구,자양동,1121510500
A14319307,자양한라,서울특별시,광진구,자양동,1121510500
A14319311,자양우성7차,서울특별시,광진구,자양동,1121510500
A14320001,구의현대7단지,서울특별시,광진구,구의동,1121510300
A14320002,구의대림아크로리버,서울특별시,광진구,구의동,1121510300
A14320003,구의현대13차폴라트리움,서울특별시,광진구,구의동,1121510300
A14320302,구의강변우성,서울특별시,광진구,구의동,1121510300
A14320304,구의현대프라임,서울특별시,광진구,구의동,1121510300
A14321001,광장11현대홈타운,서울특별시,광진구,광장동,1121510400
A14322001,중곡SK,서울특별시,광진구,중곡동,1121510100
A14375303,현대홈타운12차,서울특별시,광진구,광장동,1121510400
A14377402,이튼타워리버5차,서울특별시,광진구,자양동,1121510500
A14380211,워커힐아파트,서울특별시,광진구,광장동,1121510400
A14380414,극동2차아파트,서울특별시,광진구,광장동,1121510400
A14380605,광장신동아파밀리에,서울특별시,광진구,광장동,1121510400
A14381407,광장동 광나루현대,서울특별시,광진구,광장동,1121510400
A14381504,광장동금호베스트빌,서울특별시,광진구,광장동,1121510400
A14381506,"광장삼성1,2차",서울특별시,광진구,광장동,1121510400
A14381508,광장현대9차,서울특별시,광진구,광장동,1121510400
A13983004,상계주공2단지,서울특별시,노원구,상계동,1135010500
A13983101,상계마들,서울특별시,노원구,상계동,1135010500
A13983608,상계한신,서울특별시,노원구,상계동,1135010500
A13983707,상계현대1차,서울특별시,노원구,상계동,1135010500
A13983709,상계현대2차,서울특별시,노원구,상계동,1135010500
A13983801,대망드림힐,서울특별시,노원구,상계동,1135010500
A13983803,상계대림e-편한세상,서울특별시,노원구,상계동,1135010500
A13983811,수락산벨리체아파트,서울특별시,노원구,상계동,1135010500
A13983815,상계은빛2단지,서울특별시,노원구,상계동,1135010500
A13984003,월계삼호4차,서울특별시,노원구,월계동,1135010200
A13984004,월계그랑빌,서울특별시,노원구,월계동,1135010200
A13984005,월계시영고층,서울특별시,노원구,월계동,1135010200
A13984411,월계사슴3단지,서울특별시,노원구,월계동,1135010200
A13984604,월계동신,서울특별시,노원구,월계동,1135010200
A13984813,월계주공1단지,서울특별시,노원구,월계동,1135010200
A13984814,월계주공2단지,서울특별시,노원구,월계동,1135010200
A13985105,월계청백3단지,서울특별시,노원구,월계동,1135010200
A13985106,월계청백1단지,서울특별시,노원구,월계동,1135010200
A13985201,월계극동,서울특별시,노원구,월계동,1135010200
A13985406,중계현대6차,서울특별시,노원구,중계동,1135010600
A13985605,중계중앙하이츠,서울특별시,노원구,중계동,1135010600
A13985904,중계현대2차(4동),서울특별시,노원구,중계동,1135010600
A13985908,중계주공3단지,서울특별시,노원구,중계동,1135010600
A13985909,중계주공2단지,서울특별시,노원구,중계동,1135010600
A13986009,롯데우성,서울특별시,노원구,중계동,1135010600
A13986012,중계청구3차,서울특별시,노원구,중계동,1135010600
A13986013,중계건영3차,서울특별시,노원구,중계동,1135010600
A13986201,중계우성3차,서울특별시,노원구,중계동,1135010600
A13986207,중계양지대림1-2임대,서울특별시,노원구,중계동,1135010600
A13986302,중계경남롯데상아,서울특별시,노원구,중계동,1135010600
A13986504,중계무지개아파트,서울특별시,노원구,중계동,1135010600
A13986505,중계시영3단지목련,서울특별시,노원구,중계동,1135010600
A13986509,중계주공1단지,서울특별시,노원구,중계동,1135010600
A13986701,중계성원2차,서울특별시,노원구,중계동,1135010600
A13986702,삼창타워프라자,서울특별시,노원구,중계동,1135010600
A13986703,중계경남아너스빌,서울특별시,노원구,중계동,1135010600
A13987205,하계1차청구아파트,서울특별시,노원구,하계동,1135010400
A13987302,하계시영5단지,서울특별시,노원구,하계동,1135010400
A13987305,하계학여울청구,서울특별시,노원구,하계동,1135010400
A13987306,하계극동건영벽산,서울특별시,노원구,하계동,1135010400
A13987501,성북역신도브래뉴,서울특별시,노원구,월계동,1135010200
A13987502,월계역신도브래뉴,서울특별시,노원구,월계동,1135010200
A13987503,월계2차한일,서울특별시,노원구,월계동,1135010200
A13989701,상계동아불암,서울특별시,노원구,상계동,1135010500
A13989702,상계동아불암임대,서울특별시,노원구,상계동,1135010500
A13991016,월계동원베네스트,서울특별시,노원구,월계동,1135010200
A13991018,롯데캐슬루나,서울특별시,노원구,월계동,1135010200
A13993001,중계현대3차,서울특별시,노원구,중계동,1135010600
A13993502,하계한신동성,서울특별시,노원구,하계동,1135010400
A13993901,하계학여울청구A,서울특별시,노원구,하계동,1135010400
A13994302,상계한양,서울특별시,노원구,상계동,1135010500
A13995602,월계사슴1단지,서울특별시,노원구,월계동,1135010200
A14001101,대우월드마크용산,서울특별시,용산구,한강로1가,1117012400
A14001303,용산시티파크1단지,서울특별시,용산구,한강로3가,1117012800
A14002501,파크타워,서울특별시,용산구,용산동5가,1117012700
A14003001,동부이촌동우성,서울특별시,용산구,이촌동,1117012900
A14003002,이촌왕궁,서울특별시,용산구,이촌동,1117012900
A14003004,이촌동부센트레빌,서울특별시,용산구,이촌동,1117012900
A14003006,이촌동아그린아파트,서울특별시,용산구,이촌동,1117012900
A14003007,LG한강자이,서울특별시,용산구,이촌동,1117012900
A14003101,이촌반도,서울특별시,용산구,이촌동,1117012900
A14003104,이촌동삼성리버스위트,서울특별시,용산구,이촌동,1117012900
A14003105,한강대우,서울특별시,용산구,이촌동,1117012900
A14003106,이촌강촌아파트,서울특별시,용산구,이촌동,1117012900
A14004001,한강타운,서울특별시,용산구,산천동,1117011500
A14004002,리버힐삼성아파트,서울특별시,용산구,산천동,1117011500
A14005001,청암자이,서울특별시,용산구,청암동,1117011600
A14006001,신창세방리버하이빌,서울특별시,용산구,신창동,1117011400
A14007001,도원삼성제2,서울특별시,용산구,도원동,1117012000
A14009001,용산e편한세상,서울특별시,용산구,신계동,1117012300
A14010001,용산아크로타워,서울특별시,용산구,문배동,1117012200
A14010004,용산대우이안,서울특별시,용산구,문배동,1117012200
A14019001,후암미주,서울특별시,용산구,후암동,1117010100
A14024001,서빙고금호베스트빌,서울특별시,용산구,서빙고동,1117013300
A14070301,리첸시아용산,서울특별시,용산구,원효로1가,1117011200
A14381510,광장현대8단지,서울특별시,광진구,광장동,1121510400
A14381512,광장현대5단지,서울특별시,광진구,광장동,1121510400
A14381513,광장청구,서울특별시,광진구,광장동,1121510400
A14381516,광장현대파크빌,서울특별시,광진구,광장동,1121510400
A14383203,구의현대6단지,서울특별시,광진구,구의동,1121510300
A14383205,구의현대2단지,서울특별시,광진구,구의동,1121510300
A14386110,자양우성3차,서울특별시,광진구,자양동,1121510500
A14386802,자양경남,서울특별시,광진구,자양동,1121510500
A14387605,자양한양,서울특별시,광진구,자양동,1121510500
A14388204,자양7차현대홈타운,서울특별시,광진구,자양동,1121510500
A14388208,자양동삼성아파트,서울특별시,광진구,자양동,1121510500
A15001003,서울아파트관리사무소,서울특별시,영등포구,여의도동,1156011000
A15001005,여의도금호리첸시아,서울특별시,영등포구,여의도동,1156011000
A15001012,여의도공작,서울특별시,영등포구,여의도동,1156011000
A15001016,여의도대교,서울특별시,영등포구,여의도동,1156011000
A15001019,여의도광장,서울특별시,영등포구,여의도동,1156011000
A15001020,여의도삼부,서울특별시,영등포구,여의도동,1156011000
A15003002,영등포푸르지오,서울특별시,영등포구,영등포동,1156010100
A15010307,양평동6차현대아파트,서울특별시,영등포구,양평동3가,1156012700
A15010501,양평동보아파트,서울특별시,영등포구,양평동5가,1156012900
A15010502,양평한신,서울특별시,영등포구,양평동5가,1156012900
A15010601,양평한솔,서울특별시,영등포구,양평동6가,1156013000
A15010602,양평동양,서울특별시,영등포구,양평동6가,1156013000
A15072001,당산쌍용예가클래식,서울특별시,영등포구,당산동3가,1156011300
A15072002,당산SHVILLE,서울특별시,영등포구,당산동3가,1156011300
A15072201,당산반도유보라,서울특별시,영등포구,당산동4가,1156011400
A15076301,여의도대우트럼프월드,서울특별시,영등포구,여의도동,1156011000
A15080002,당산진로,서울특별시,영등포구,당산동1가,1156011100
A15080402,당산삼익,서울특별시,영등포구,당산동3가,1156011300
A15080507,당산현대5차,서울특별시,영등포구,당산동4가,1156011400
A15081001,래미안당산1차아파트,서울특별시,영등포구,당산동,1156011700
A15081002,당산강변래미안3차,서울특별시,영등포구,당산동,1156011700
A15081107,대림현대3차,서울특별시,영등포구,대림동,1156013300
A15081201,대림성원,서울특별시,영등포구,대림동,1156013300
A15081503,대림우성,서울특별시,영등포구,대림동,1156013300
A15081602,대림현대2차,서울특별시,영등포구,대림동,1156013300
A15081606,대림신동아,서울특별시,영등포구,대림동,1156013300
A15083201,도림청구,서울특별시,영등포구,도림동,1156011800
A15083404,문래자이아파트,서울특별시,영등포구,문래동3가,1156012100
A15083601,문래국화,서울특별시,영등포구,문래동3가,1156012100
A15083603,문래힐스테이트,서울특별시,영등포구,문래동3가,1156012100
A15083701,신길삼두,서울특별시,영등포구,신길동,1156013200
A15085404,신길한성,서울특별시,영등포구,신길동,1156013200
A15086004,신길우성3차아파트,서울특별시,영등포구,신길동,1156013200
A15086006,보라매경남아너스빌,서울특별시,영등포구,신길동,1156013200
A15086007,신길우성2차,서울특별시,영등포구,신길동,1156013200
